block,tx,token,bnb_in,tokens_out,mcap_d_usd,mcap_n2_usd,mcap_low_usd,mcap_ath_usd,ath_offset_blocks,post_buy_points,ath_mult_vs_d,ath_mult_vs_n2,dd_mult_vs_n2
100119792,0xee72c8f8261df37c1240fd38c62f74317687936c2a57f1086108b5c8842d9902,0xf07345eed922bf3129e84455bed4f39b91874444,0.683100,94312608.44,4563,5384,5170,12957,48,159,2.84,2.41,0.96
100120695,0x42ef2ae6b118cd3d38ce0ee9e9173560d7b338d082bc1d8795ff3ef0a32b6b83,0x05eebfe46b61fe9fbdca2ca1ccf09226a9054444,0.693000,12093254.53,36102,43437,43437,43437,2,359,1.20,1.00,1.00
100125029,0xe9990a7339c904091d2333ab6659758926167a4c8a9aad10e86f5ddae722bf07,0x50b1fe308606f632e0bc2b3580c3e2331f7d4444,0.495000,72237027.80,4317,5809,5122,6739,24,54,1.56,1.16,0.88
100146611,0x90eeb6796ffd636b0fac09df291e722b43bfbe3a3b20a24fbccdefae40354beb,0x13f702763b36ec18be2811a0c7fc4aa574e54444,0.683100,39589923.50,10870,12185,11735,54965,3910,413,5.06,4.51,0.96
100151843,0x61daa3eb2318f72eca1a18d4d4c836d6d8de3a0fe87d11f718839e79f15f1fb7,0x79d33d89074e0f716d4d307cf965c6eee6d94444,0.683100,19350589.70,22240,27563,25741,46368,350,549,2.08,1.68,0.93
100152317,0x37d24ac60402cc766b9e9d25f5ad43b7a0bd9af2a43d6c4dc224e3316444ad8e,0xccab825d0bdcf6584bdacb00b4ea93b778a84444,0.683100,61782246.16,6966,6738,6409,18996,22,187,2.73,2.82,0.95
100152318,0x8ec80d44bf907a5daad2687b8bc0cb31512f3dec630e959a96b46a27937a93ce,0xccab825d0bdcf6584bdacb00b4ea93b778a84444,0.683100,46770765.93,9201,6428,6409,18996,21,185,2.06,2.96,1.00
100152425,0x89504c9f29f0be3849a1c9afe75993402f4d6913dce2aa6be85fd95084d59764,0x4ac6daaa85d0bcd9754b653759fb967c16774444,0.683100,55022392.47,7821,10797,7364,22446,57,177,2.87,2.08,0.68
100152441,0x650a2c0cfeb144d99bdf3f544c979173228d04bf645ed83abcca5c2cf3077c0b,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0.683100,89110938.14,4829,10846,6506,54796,42,163,11.35,5.05,0.60
100152441,0x9b711b9e97f089479af9860c0e43a579b2a2624b9cae44ad2522c86975aab72a,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0.683100,58465183.14,7361,10846,6506,54796,42,163,7.44,5.05,0.60
100152468,0x42a65b66a4758844e1c8f74b7b5e073ec455970e15cf3c7fdb0d15e10e1255e5,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0.049500,1660377.19,18782,21856,21856,54796,15,104,2.92,2.51,1.00
100152473,0x9308e1dc3d282291933808e98ca25d2ba7487c18a1b2abc1c8d50e17a3ad51ec,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0.049500,1387245.68,22480,25711,25711,54796,10,79,2.44,2.13,1.00
100152483,0x5ca5ad1376802f02e1ea5d8bef19e216170743ec2b94dff2921da1d627f13f18,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0.049500,584088.59,53391,53391,53391,54796,0,9,1.03,1.03,1.00
100153570,0xa4d6f76271aebba1fabbb9e9f72ba9b788fdfe7bb2b95ea4d5fa140e849e3f66,0x92c1bdbc320b9f476ef691540b112fe31ebb4444,0.683100,47402712.48,9079,13041,13041,13726,2,85,1.51,1.05,1.00
100176333,0xfc44901fc8a9f5daaaaadbd5fd2176586c541c69fac700aa0a0ff0623870a386,0x3a753bcb831c1b8b0acbb01a9168bd5d497d4444,0.683100,25808351.64,16675,25761,17995,25879,638,50,1.55,1.00,0.70
100178782,0x2460e802ae1d97f76c59cb7da15d81c9aff2fcb3705d72ad571f38e51d8ae253,0x1c1524b5e748bc3d0ac14695b624a574e0724444,0.683100,77947553.89,5521,6551,5636,21957,127,827,3.98,3.35,0.86
100281549,0xaa8bc7064c03f22c0a1c838d250e5815db8aa379f86a7a38fef42d1e3cdc6d89,0x0750b3cb44e5374e15cd591d0b53b70d7e994444,0.683100,91138653.70,4722,7828,5688,36851,937,1719,7.80,4.71,0.73
100281756,0x0127732f0e58adf446150ce12214cdfdbc96e0d57ab69defae4324d4cfb5a255,0x14b53ebc7aed5518e5983401613a2b65d0dd4444,0.683100,87987744.22,4891,5399,5399,8395,17,46,1.72,1.56,1.00
100293720,0x381bf8966cb42fd82d0c8fa91193e11324d0017bb3155679b3e723eabec27a14,0x63ea32b46277e97d0a8e04c6d3ffbf06c34e4444,0.683100,59980744.23,7175,9499,4875,12961,181,186,1.81,1.36,0.51
100296098,0x76010f79d5550a73ca8cb9f5cedffa33d9f26bc764ea5e032ff4911eb69e9608,0x302c29cf6caa8bb00f5bd3d68a6fd8b26cb24444,1.287000,170412930.38,4758,8260,8260,26231,13,285,5.51,3.18,1.00
100322495,0x765f829878e5fe2d67fd757c0b442d2832f89ccad33c00f6783c7e0d04e19912,0xfee313e54f52afa6054fdc50ee96aae1f07a4444,0.495000,53953897.42,5780,7817,7202,49023,2364,1434,8.48,6.27,0.92
100328395,0x9cde8cc2865fa65b2519097f894ffdf16882fd4304a5eddb252382f6a957970b,0xec58ef20733e410d601cab08e5adc769424f4444,0.683100,34248681.96,12566,16871,6972,56065,920,755,4.46,3.32,0.41
100328795,0x46541804215ce6865f040a6efadd1738a7ac5a9d211be15cde469038eae623b6,0x2bad0f6c9d10d7835e1b89060fb263e1783b4444,0.683100,87268368.62,4931,6199,6199,13293,21,74,2.70,2.14,1.00
100329569,0x428810f90fdb4f6170dd55684a1e5807c66a5d0d3e70a8ec996f233ecea2a82e,0xff6113ed015fb19c1e3633d07f7a4ee5b13c4444,0.683100,72083312.59,5970,8192,8063,12927,13,61,2.17,1.58,0.98
100333107,0x0a654b990bae486400093aeb405c20789cf030709353e5237a079d9dcb7ad7f4,0xd833f9621fd50277d626832378147e82959c4444,0.683100,89110938.14,4829,6613,6613,9750,8,40,2.02,1.47,1.00
100348120,0x610387b375511de67c2155c2426025c354a0d7c89a8ea109313a6f56c93e2b5c,0x0e6c5735501d621a0bd42888eb8724679d614444,0.683100,91656405.40,4695,6675,6089,11493,27,88,2.45,1.72,0.91
100356136,0x20b98aa4d3c723138232cb2c9e7bfc4d48504af1eaca9becf4e3f24b9f5b109e,0x3e385361a06de4dd4115ee071ffccb506df34444,0.683100,60504618.41,7113,10355,8017,13236,31,108,1.86,1.28,0.77
100356170,0xab8922f6d328a6ebcda0e1448458567d63e78baa09d7229dac1055db3adc1730,0x0b055dedff99068c76e1b54d0a5ca79140b74444,0.683100,51815333.31,8306,10876,8403,18791,48,421,2.26,1.73,0.77
100356196,0x732e302f54075907dcd0cf90f58a0592ee902b80f6d322398a56195b91e0a961,0x0b055dedff99068c76e1b54d0a5ca79140b74444,0.683100,46810892.71,9193,11807,10439,18791,22,385,2.04,1.59,0.88
100473365,0x60974dc31fdf542ee65423ed94c0320d8e42aed3287db54c3ce8a61fa09b52e1,0x6657adbcaa70f579a46a13dbab7961695e434444,0.683100,23067428.17,18656,23680,20080,24765,371,189,1.33,1.05,0.85
100486990,0x35e77817cc2a97e61fbffd07484f534ad7d018ab8c99058ffd9d70fccd9d0a92,0x357b0f7c1d51269789e330ad4e3adebb37a14444,0.495000,38938980.39,8009,11919,11919,11919,2,16,1.49,1.00,1.00
100487734,0xad7333d528b0ba78cda86d0976ea1f71dce053eb2bda6e703811ef827da0ff23,0xeeab7cfed4d5187a6f3020ffa17771857c7b4444,0.683100,64747512.93,6647,8921,8921,10075,1,124,1.52,1.13,1.00
100487889,0x2bc1c5f83f1548d46227925b879b005ed22452eeff4ccd15b3b218d46894c370,0x4e08e9e3e264413adacbda5499dc64d84b684444,0.683100,91656405.40,4695,6458,5563,10893,48,101,2.32,1.69,0.86
100487917,0x401f0ca26d89c3cce300c444814abae22acdd59962819e55096538353c6deb05,0x4e08e9e3e264413adacbda5499dc64d84b684444,0.049500,5230156.43,5963,7004,7004,10893,20,84,1.83,1.56,1.00
100488574,0x697c7df86458ac9ff5df7633b47021e30af49b3e1c59f67c3ad99befdc40720a,0xa3f6192745f98f78879b0aae550372ee0f1b4444,0.683100,31636431.46,13603,18926,18926,19493,2,162,1.43,1.03,1.00
100492222,0x9b800fffc84fade7f6c182edda6be53f9f8691568089906ad7a72be9e136a447,0x4900cd0a3d18374bb7c776a71b7fb24271074444,449.444931,70213500.81,4032705,4847378,4847378,5529436,1,17,1.37,1.14,1.00
100496731,0x9e4e583102c690e5550d1fb77c58b9321947dd909a7e09cb33f4c9fe9b11c6d7,0xfb7b26072f286406cf2d0b5065a7d91e67b94444,0.495000,74421134.75,4190,5721,5125,7701,34,62,1.84,1.35,0.90
100497203,0x18f881a966b4b03f60b70e64ae3ea14a5fb9b9266b0e7e8a12d9acec2b2073ff,0xaa8ba2b3904efd96b63582e98845f8f03a494444,0.683100,87877815.43,4897,8225,8225,14849,21,105,3.03,1.81,1.00
100497203,0x07425626136528e6b54f390b44e1445d947f1b79579999905161077eb647a976,0xaa8ba2b3904efd96b63582e98845f8f03a494444,0.683100,59877267.81,7187,8225,8225,14849,21,105,2.07,1.81,1.00
100497486,0xcc9f3b3b7b85d3355e742051d4aa1557f2eb5fa304f211549e5b6076604e35bd,0x9d601dae218b319899983337a6bd3780bfb84444,0.683100,74415733.04,5783,9354,9241,28474,53,566,4.92,3.04,0.99
100501186,0x970763a9690fd4a61c747f866f658ea26cb2e570db83decfc9912cae5d3ef748,0x477d7dcabab243efd65c7851294a412b7e6a4444,0.574200,61342377.32,5897,8692,8692,8838,2,59,1.50,1.02,1.00
100519860,0x7116b1f6fafebbff1c4dfa9f72d0e380961e93c74591b3c43ff15cc33cb8d0bc,0xbd0be2e16948f7af29c7c048ae818cc271e54444,0.683100,80828876.66,5324,8098,7614,34584,29,498,6.50,4.27,0.94
100519974,0x807624d916edad44edcfc7b2f31ff8f930f3f46ad45194de7c0d5a6e1347b97b,0x1c2ee8a2ed2be3bbbb36935fb1049fa849e34444,1.485000,161593469.85,5790,9473,9473,12763,9,37,2.20,1.35,1.00
100522043,0xaa3e45adf6103f17739116e7a68f238f1f40d282d4b47efad4628b7f032b1d37,0x6657adbcaa70f579a46a13dbab7961695e434444,0.495000,10193477.64,30593,35115,35115,38571,1,97,1.26,1.10,1.00
100534500,0x1f6effbdafed9dcaf57a77ed10cf52a924266a713df27d47b0963d936cb68767,0x36350bc624d09357f0f38cecc162fac4bca84444,0.683100,54174286.95,7944,9541,9541,30358,26,780,3.82,3.18,1.00
100535922,0x10ae17198ae1c5a57be7f1cf84035e04680caf83afe0d429de6ad1c8e408b0a0,0xd5ffda00a91425a947011d60b96a4ed830144444,0.683100,89110938.14,4829,6627,6149,55592,702,623,11.51,8.39,0.93
100536560,0x67e9864a599569c5b7232b7c08c0458820add259292a3e2491b574a77043dfe4,0xd5ffda00a91425a947011d60b96a4ed830144444,0.049500,663595.78,46994,48967,44902,55592,64,66,1.18,1.14,0.92
100538865,0xc7985fa2fba1caa1ccf752d6c48fb7904c7db353935436e97299c84d6ae57305,0xca63471f4393e5e9d5ed709c5499407767164444,0.495000,68762796.49,4535,6338,6338,9165,26,48,2.02,1.45,1.00
100539802,0x5374d2fb9f56715f043d0e0ad38f5ba52d1258f6261e6b083023dbdc4e27992d,0x0924a9743909aa6de5b2347191825f8f9c764444,0.683100,80026825.76,5378,7567,6891,10509,33,130,1.95,1.39,0.91
100544080,0x2d350aa108697cb765931afec7266fb1d2796474aa233548a2f6b26416c1d182,0x9063af25aefbba7ac8d33e2c39ae8e6674bf4444,0.683100,50583000.61,8508,10401,9422,20693,24,150,2.43,1.99,0.91
100544099,0xae83e13c742218ab661fc4c1a61b9936df5ecb8976b9bfcb60fa49a8a4a5fe28,0x6bdfb4ae8b60bea441977d7a0bed55d4966e4444,0.683100,75774137.69,5679,8061,8061,15360,31,60,2.70,1.91,1.00
100544686,0x2d53cba1d995e73ed85e92d78656e068e29a62ae6512a0f31d281afbc7f02bda,0xbef5dd01ef8a7d5fa4b8d09cf1379115909a4444,0.683100,61476387.96,7000,9121,9004,15317,59,237,2.19,1.68,0.99
100548106,0x56b2e7c52ca1b9a8af8b65554e63bb43fa0625d49d25f87c2ff3fb2e52d72af5,0xff7d8d368d049b90ad7d05b8f2d0754f89544444,0.683100,99983801.61,4304,6408,6408,29520,1720,1343,6.86,4.61,1.00
100552719,0xc08f7e13e67f5ce359eb792b09d5eb7f1471e0410d32519ea517671b32ed353d,0x1fef3213079e6911d415d6c20cc9e63077824444,0.683100,87781163.30,4903,6939,6939,10271,17,123,2.09,1.48,1.00
100565805,0x0fce647478e9f30f850fff7ed53a170abb1b86593a789009e58fe55963dc6680,0x2b6e3d7141efba79b0856e911c7aed001e744444,0.683100,93358738.05,4610,8664,8664,18885,17,92,4.10,2.18,1.00
100565854,0x10be3035aaa471ece625a13f52abb20679ab26b006f9a71c255da24c1d3e6037,0x1dd172d6d41722c825d23e04dbf91dc56bcd4444,0.683100,39971644.06,10766,10902,10902,21521,24,223,2.00,1.97,1.00
100672100,0xd6a442f0283491270ad4fd4f9ce09b624a3f22279ce325ae435e814871a7981b,0xeb42bbb7e5f813b980c8658501905292e6a34444,0.683100,95725866.87,4496,6705,6705,22463,89,498,5.00,3.35,1.00
100680956,0xa225d96687310c476f8f84e04ba736d2eb70eb9a0f4e0f06da87cbd7de44df6f,0x69650136a0be168403f27a21f12d1c529a964444,0.683100,94312608.44,4563,7080,7080,10708,1,58,2.35,1.51,1.00
100702911,0x706e664411388d93b8b47e79cc7803d87acaae4d3c1b8bd4bfd4af83ebaf2c0d,0x41ae12f0f0e3eed778839e6c12d039630e5b4444,0.495000,69660755.28,4477,9314,4892,15054,3374,152,3.36,1.62,0.53
100710183,0xf6688bafb20eccb81d46d3bec801dff8106914f79970ac398cc42cae9dabdc69,0xf524e6ffaefac2a36d37f854d8b06e1750864444,0.683100,36336297.07,11844,16370,16370,20183,36,241,1.70,1.23,1.00
100711860,0xff33593fb85bb2eef15fdc370be517421b3e6cb9979974308c7d8e39809a5df8,0xf3795b94eeda4485bb7e735ac46a8b9e7ecd4444,0.683100,94312608.44,4563,9499,9171,21550,41,94,4.72,2.27,0.97
100712265,0xf77bd1e262524376e2a789a26c06a4e389b78c555c1940da4e74c52d976475f6,0xb64157874c2648101733e335e9d1af85073f4444,1.485000,24262369.94,38560,46190,46190,55731,0,34,1.45,1.21,1.00
100714077,0xf71bc829310ec6af748db3dc959d00b1ba4d13da6b35b4a4db2349e082ffa1bf,0x913ade03297c8d43e11eb86a7b82c333ae534444,0.683100,42676655.06,10084,13300,13300,38974,78,349,3.86,2.93,1.00
100725544,0xa619eee7e8f2606abb92818b5f80c839466953a7d97a455371a18b39354824d5,0x6dabc6b5f07c7fdadbfbd4d64258937f07474444,0.683100,67459398.82,6379,7740,7740,10905,23,135,1.71,1.41,1.00
100743489,0x854d4a472e67ae73d11e6bb8e67cc73886d21cfa22dbb71bcd71791ead840545,0xdeb8d1acb2b398012eb797a2b7fa989e78dc4444,0.683100,98105999.31,4387,5689,5689,6742,29,23,1.54,1.19,1.00
100747638,0xb30c9bb68dd6fbe4fa13314de25ff3b0b45353e65307d195912765e481314860,0x4c714cc03cca688c529b674b7977727033634444,0.683100,57537104.40,7480,8822,5969,21163,1565,768,2.83,2.40,0.68
100747914,0x82343a165db52bcdb113ab629417277dfc6fd1389c783f58afdef33a51bc9cb8,0x4c714cc03cca688c529b674b7977727033634444,0.683100,62856984.00,6847,7714,7714,21163,1289,641,3.09,2.74,1.00
100865539,0xa8f599857b7a8c8c154d6366a9de017b797c70627220b3e6a55ebe9eb3df0c5d,0x45d89b2f5ef959a1bff96668b9ccce1e13ff4444,0.683100,10615809.54,40539,40539,40539,55547,0,6,1.37,1.37,1.00
100865543,0x66ab9911761c5a72cc09c0eae912d5981468f343febc580ee9cfdcc95e31fbe6,0x11a6659ce99d6a0d5868af8fccf24fed951a4444,0.683100,88794779.81,4847,10096,10096,54513,19,109,11.25,5.40,1.00
100865544,0xc61f2ad3c5104f5955f7b3a9712628d7bf4a9f3cd86c403886da1f6287d59272,0x11a6659ce99d6a0d5868af8fccf24fed951a4444,0.683100,40210836.74,10702,14805,14805,54513,18,105,5.09,3.68,1.00
100865545,0xe1174df80ad0b97ca23fe3b4dca8e1d853cc55632e827801f09deba975fec200,0x11a6659ce99d6a0d5868af8fccf24fed951a4444,0.683100,42627126.63,10096,17342,17342,54513,17,99,5.40,3.14,1.00
100865552,0xd2d08f1b521fe3186408f2abbdc3d26bc6674c7e2055e1d01bf0fc39a5dbe8f7,0x2cf824a88af3f88bd4198fa10c5d6f5c44494444,0.683100,65235421.05,6597,9658,9658,21229,15,99,3.22,2.20,1.00
100889971,0xcde514ad5f7c2323b14dd5d216ac8a7304dd16394b00d79a7a6621ef38f747b4,0x5580699aae8db08a9a5a81378242369446c34444,0.683100,65392090.65,6581,9419,4886,18581,348,424,2.82,1.97,0.52
100895146,0xbfc40287ade14177f81ce99211c8b20a8a85b0441d895717d28d3a0900c1eddf,0xfa88628a8669221db80bae8e971c33c8428a4444,0.683100,88529238.32,4861,7060,5856,7964,25,69,1.64,1.13,0.83
100896813,0x6e6ec6940cb3e2b646b641b30b55aa2e3c66b54d87d7189cf38de05eb9552390,0x2ecf5bf265761f7befb3706660cb593aec174444,0.683100,95684255.74,4498,6697,6697,8054,0,54,1.79,1.20,1.00
100919264,0xb7cc7ac390fce9fc6a48681b8a561fb0654d69507c6c920689cfbd87a40e83ec,0x62428e79b491922e06e91e80e6fa25987b794444,0.683100,74758512.46,5757,11334,11334,23392,10,146,4.06,2.06,1.00
100924545,0x662eeb06cbcb7317789faa5063364129196ccb10b8e7873dafa409d40dd35715,0xf5af1b9eb91cbdfb3250cf3d096f1af874ef4444,0.683100,94312608.44,4563,6664,6664,12485,116,202,2.74,1.87,1.00
100927122,0x50525238a9ebdbfb2fa47b1706425c6bab09c03802bbca220b07cc3e8e639b50,0x609c94d77e96e3bf175d80131e0f908db8484444,0.683100,79920895.32,5385,7337,7337,9456,1,24,1.76,1.29,1.00
100927892,0xca98e417e90522b2788fbe135a4df95266ea45493f7f6413c0d726dbb7a6b023,0x6281ba9fec774fa0f107839aacddc65b10314444,0.683100,44951272.45,9574,12314,12059,16491,5,288,1.72,1.34,0.98
100929837,0xebb62aad373e5312dfe3c63513f47e636998a80d5222d93189b007c1aa4c228d,0x8717dcc0c0c8506c156188a9569aa880390c4444,0.683100,50066570.61,8596,11280,8204,20411,43,217,2.37,1.81,0.73
100936325,0xa31f4f168440dcbd9529ed15e1b7029af21878555758b39381e5baf7c769d2b8,0xdacfd90679ec2930e1993d6db1d974b2fcc14444,0.683100,74418090.82,5783,11663,11663,11663,3,35,2.02,1.00,1.00
100938674,0xf505e8ad19f54fc5ec54b9bffe9cd898bea149b0da32e85cd55669c7197e8840,0x58c4d33a068ad982c3642ce9f9dacce4a0f94444,0.495000,67202610.48,4640,6994,6994,7628,1,24,1.64,1.09,1.00
100943369,0xdc66f904da1b440c675b30ecda187f21833bb1d1efa0d3ad6c5f00c50efda085,0x30161b243358eb63d75171870e3fb53a36764444,0.683100,98055547.07,4389,9074,6857,9629,6,50,2.19,1.06,0.76
101038816,0x2f6b262e66e6148faa79af51c8a62a983a3188cccb266e8b51f1567fd9682bdd,0x45229ed2b4d93dc1d960ede973bc9ad1828d4444,2.970000,257863622.75,7256,21919,21919,55375,10,80,7.63,2.53,1.00
101038870,0x988a480026fef6ca3b5412d9760de1dfe3eb8399ece987909de26bcd53db4a27,0x1b29d7def95094b3eda7813a48a6348999504444,0.683100,60134161.30,7157,8528,8124,23540,656,527,3.29,2.76,0.95
101042507,0x01846578610f2eb496c6c9e004fc53735cab9a20545dd2770b83c47f6ec286da,0xe42fe2c48cd9fbcba20f12c75518a7cf1a734444,0.683100,102340667.58,4205,6415,6415,9793,10,66,2.33,1.53,1.00
101042849,0x5d0168c9b0149271d6085a4875553ed0aa1b4153fa8e15e0feb849fbdccce426,0xb15c87115ad5ba15add8a0c089fe1fdd38fb4444,0.683100,22516749.00,19113,25253,20251,30546,3890,170,1.60,1.21,0.80
101047606,0xc70f807c8190d290ad0223a4efbaa5d93d82ba690fbb736d237afe24f5934804,0x39faef60fbfadd8758b9b90f6a1d9180d4fc4444,0.683100,76007180.13,5662,5581,5581,8259,33,54,1.46,1.48,1.00
101062890,0x1d6ee62841b6a3c73ffde33a4135f57cf8be54fbdf4a65968168eba024061f89,0x010349a351480b31ec8c4e6a8b7fc9facb8a4444,0.683100,74148356.13,5804,6320,5761,26359,19,313,4.54,4.17,0.91
101072762,0xdbdc9e235759306a3f643e5428784d61915dda6895730c2a09194ed9528a92ac,0x0fccf331dad1902238a26d6350ba762fd3064444,0.683100,84805627.80,5075,7671,6470,14146,130,307,2.79,1.84,0.84
101078733,0x41dafd1c79be29198acbae74f941cb519abbc9008aa44dcbbfc6fdf57033eb4e,0xc67e1eae2751ae5dfc0dd71dc7d77842402b4444,0.683100,80861419.23,5322,8324,6085,10788,306,268,2.03,1.30,0.73
101086733,0x7134e8435ac0989c0c98bf8bdd2469bcaf8964e8b0e4a8c7527ce704203d12ee,0x5ec895c3ad36e883d17fe1c1d8c596d201834444,0.683100,99983801.61,4304,5999,5999,7433,1,43,1.73,1.24,1.00
101093231,0x6c911f75503da59711d3655aefa4291c0dcac4a5e34bf5aac75d830b3d794514,0x79b068920124be6beb3c1256a76d25d84b1c4444,0.683100,74146196.56,5804,7506,7506,19254,88,501,3.32,2.57,1.00
101119654,0xf444daf71d6544de0a9a47385e30be148b195ee53e550ffd4ada277cb4e4cb0e,0xf0b1c4adc409ca1a0671d38b268622985e014444,0.683100,75850394.66,5674,8895,5347,46569,316,597,8.21,5.24,0.60
101119733,0x2982f7d16fad7f6c4dafc2b70711730a8195627bde3aff1613faed326b566dee,0xd8107cbe3ee55abd6a80614e5ee3530489934444,0.683100,86569821.90,4971,7070,7070,26655,87,299,5.36,3.77,1.00
101119751,0x2567e1d8248b788f230f7d2382c6c8f14d98f828facd18028ee72fc913252043,0xd8107cbe3ee55abd6a80614e5ee3530489934444,0.049500,3389800.11,9200,11509,11509,26655,69,278,2.90,2.32,1.00
101120792,0xcf9a7cfc89e9f654967f30c9c9e32efd96bc763a53ff67a883bffa61367eb69c,0xfa7c61eef5432395e2ceebeda5e845b1a7c14444,0.683100,86125788.01,4997,11156,11156,13368,1,40,2.68,1.20,1.00
101120792,0xc21c56735c274e83354bcb3e5e8cd74db5d29523a30743e0d231dea9980436dc,0xfa7c61eef5432395e2ceebeda5e845b1a7c14444,0.683100,51291581.67,8390,11156,11156,13368,1,40,1.59,1.20,1.00
101126520,0xea59ac92a787f14765cc325ce4db1522916e23a4e9ab6fd035aa19d30d846910,0x2390ac827201388d439327e2c55f754b505c4444,0.683100,60624148.10,7099,10735,7229,19685,3891,699,2.77,1.83,0.67
101234686,0xecdf7f97e5543156d095728ade7bd04aa9defcfa87535142ad885e787e729e7e,0x2108911f79096798c1ea576765534c6acf334444,0.683100,98518943.79,4368,7445,7186,10959,41,166,2.51,1.47,0.97
101234984,0xb333dac31ca8074a0fcd34360a0b128e588b2d0a663fe72ea3b8554c833f5f7f,0x9938c7c81f5d3e16412b01d1c5a37c0be2d14444,0.683100,38066935.89,11305,14543,14056,55057,918,537,4.87,3.79,0.97
101238734,0x8b7bf8d78b9c71ceea43dd483422c30744d31345166124b6052552b88c8980cb,0xa3bcbffc862e138da0195812c0f3c17857544444,0.683100,57931640.14,7429,11859,8785,18695,256,154,2.52,1.58,0.74
101242327,0x9d23a2ef0e8a9531b7aaa7757e4a90aea158f9db4f299c93ba9620cce6c10712,0x0a9435064ce6622d628b3f091b2b08622c374444,0.683100,87003355.06,4946,6723,3735,12195,3308,215,2.47,1.81,0.56
101242380,0xd058409d57375cdb4e1ce71bfe025e5b2d869cfc4395c0556029be06a73ef1b5,0x7a6233b57d64e23f6be675eba6e7ba9910984444,0.990000,21746414.25,28681,35558,35558,39759,2,636,1.39,1.12,1.00
101243146,0x032a8b8edbfafe491ba6f9a84828f9d7c95b2a48c2691c176c239c249d026644,0x3e7b9db09727c803484c5fe3898b71fcd5484444,0.683100,48719139.63,8833,12947,12947,13215,2,46,1.50,1.02,1.00
101244102,0x3e247dd6aa7988f31eb2c5cebe97662686b364f835515fabc01bc7160393ea35,0x5ad3c91e09e9272b7fb04c016b4f602380af4444,0.683100,94312608.44,4563,6224,6224,10816,25,69,2.37,1.74,1.00
101258331,0xb1f0e0672d1c9e893c393eb731a9f93677c1059a0110df5e4b10c1bcb8d8ad85,0x4785f1d74501faa6092c491a468b9e0186f64444,0.683100,54333082.75,7921,13104,6457,19386,54,191,2.45,1.48,0.49
101258377,0xfee595e9e81f8e04c8356f42ddf580e0b7cae6e7c312c7b316b25abcff25240e,0x4785f1d74501faa6092c491a468b9e0186f64444,0.792000,54491955.06,9157,17240,12628,19386,8,158,2.12,1.12,0.73
101292009,0xd3e46de71b569be2fb540341344b61e082b4b21d8c859dda8fd88036e421ff8d,0xdec5b13fbbe7239c96ba18b9160b774ea5374444,0.683100,23246453.47,18513,24947,22537,27213,1051,48,1.47,1.09,0.90
101298312,0x9712c8270b3b32e825f3af8b80dc7fe6d1269bf51f6cf1a824f94065ea5018bf,0x75888d55564608f3fadaaf0d901f7eeafa204444,0.683100,89630662.39,4801,10505,10505,11002,2,42,2.29,1.05,1.00
101300214,0xb0021d144025dcd58645dcb05a98df9238c61122dde24ccfabadbe4beb85e996,0xdec5b13fbbe7239c96ba18b9160b774ea5374444,0.722548,8358504.77,54460,54460,54460,54460,0,1,1.00,1.00,1.00
101302560,0x76ad5b77103f49cfdf6f774939b2f8f42c2634cc3e6376af87b18a94a42af7cd,0x0f31284efd9668dcda20067aeac9652e11cf4444,0.683100,76912214.16,5595,7818,4279,15941,471,308,2.85,2.04,0.55
101317298,0xf557f63fa556d298ba46b8ac71e30d5365ee55640e3e619efcbbfa2a3f2d03fc,0x9bbef9075cb1af7f25c984c4ef6558c09faa4444,0.683100,82892472.63,5192,6837,6837,8792,1,23,1.69,1.29,1.00
101320845,0x8b5bd9c1e32a0662037fdc6790f95c10094f69252aedfe70a7b1e68d4022ff7a,0x102b2b0cc3e7caf21d1ab55c30ccfab54d8a4444,0.683100,56160791.42,7663,9730,9730,11300,1,58,1.47,1.16,1.00
101326448,0x279451c6c6c9a882e6c751914b06bf5d10135304f9be716b5998056600317233,0x5a34f859f5026e200177384b3b1efa596fc94444,0.683100,101224610.62,4251,6847,6847,8876,1,34,2.09,1.30,1.00
101414612,0x19af0d697fe7b3ecf1ea5672fc33e6c9d9d2171441f034b0e600d1db434bd593,0x1d9c4355ae6c5cb675d28a7e00c93d0c3cc84444,0.683100,69918281.08,6155,7890,7890,11174,42,95,1.82,1.42,1.00
101417665,0x09bb1488d4a4a18bd06c5f5951049d14744367ea1179518911f4867a24b8e950,0xcb72d3f665e613cdfc01354b02fbcbe8a5804444,504.161825,101916310.62,3116498,5193084,3512436,10036700,92,121,3.22,1.93,0.68
101418652,0xf173dac82527cf1fe253c6d3240ab975dd18bfca689fb83c990aefc563d365e5,0x55adae909f52b1c7baf9a51352f2545705074444,0.683100,97086070.22,4433,7411,5009,9549,78,140,2.15,1.29,0.68
101420243,0x27e14d2ae4097acc1f423f0a32a670b45d1bc17812661d146c42b6fb6380378b,0x464ab76243167dbe46ae712337a6b00d47ae4444,0.683100,66350180.51,6486,10868,8079,17365,68,183,2.68,1.60,0.74
