d_block,d_token,d_tx,d_gas_gwei,d_idx,d_rank_in_buys,n_buy_txs,n_before,n_after,n_same_token_competitors,before_max_gas_gwei,after_max_gas_gwei
100702911,0x41ae12f0f0e3eed778839e6c12d039630e5b4444,0x706e664411388d93b8b47e79cc7803d87acaae4d3c1b8bd4bfd4af83ebaf2c0d,7.00,54,0,1,0,0,0,0.00,0.00
100711860,0xf3795b94eeda4485bb7e735ac46a8b9e7ecd4444,0xff33593fb85bb2eef15fdc370be517421b3e6cb9979974308c7d8e39809a5df8,92.00,2,0,5,0,4,0,0.00,10.00
100552719,0x1fef3213079e6911d415d6c20cc9e63077824444,0xc08f7e13e67f5ce359eb792b09d5eb7f1471e0410d32519ea517671b32ed353d,7.00,2,0,1,0,0,0,0.00,0.00
100725544,0x6dabc6b5f07c7fdadbfbd4d64258937f07474444,0xa619eee7e8f2606abb92818b5f80c839466953a7d97a455371a18b39354824d5,7.00,14,0,1,0,0,0,0.00,0.00
100743489,0xdeb8d1acb2b398012eb797a2b7fa989e78dc4444,0x854d4a472e67ae73d11e6bb8e67cc73886d21cfa22dbb71bcd71791ead840545,7.00,1,0,1,0,0,0,0.00,0.00
100747638,0x4c714cc03cca688c529b674b7977727033634444,0xb30c9bb68dd6fbe4fa13314de25ff3b0b45353e65307d195912765e481314860,7.00,3,0,2,0,1,1,0.00,0.05
100747914,0x4c714cc03cca688c529b674b7977727033634444,0x82343a165db52bcdb113ab629417277dfc6fd1389c783f58afdef33a51bc9cb8,7.00,1,0,1,0,0,0,0.00,0.00
100714077,0x913ade03297c8d43e11eb86a7b82c333ae534444,0xf71bc829310ec6af748db3dc959d00b1ba4d13da6b35b4a4db2349e082ffa1bf,7.00,82,0,1,0,0,0,0.00,0.00
100712265,0xb64157874c2648101733e335e9d1af85073f4444,0xf77bd1e262524376e2a789a26c06a4e389b78c555c1940da4e74c52d976475f6,7.00,1,0,7,0,6,0,0.00,77.00
100865539,0x45d89b2f5ef959a1bff96668b9ccce1e13ff4444,0xa8f599857b7a8c8c154d6366a9de017b797c70627220b3e6a55ebe9eb3df0c5d,92.00,33,2,18,2,15,0,555.00,200.00
100865543,0x11a6659ce99d6a0d5868af8fccf24fed951a4444,0x66ab9911761c5a72cc09c0eae912d5981468f343febc580ee9cfdcc95e31fbe6,92.00,2,0,13,0,12,0,0.00,6.00
100895146,0xfa88628a8669221db80bae8e971c33c8428a4444,0xbfc40287ade14177f81ce99211c8b20a8a85b0441d895717d28d3a0900c1eddf,7.00,1,0,1,0,0,0,0.00,0.00
100889971,0x5580699aae8db08a9a5a81378242369446c34444,0xcde514ad5f7c2323b14dd5d216ac8a7304dd16394b00d79a7a6621ef38f747b4,7.00,1,0,2,0,1,0,0.00,0.05
100896813,0x2ecf5bf265761f7befb3706660cb593aec174444,0x6e6ec6940cb3e2b646b641b30b55aa2e3c66b54d87d7189cf38de05eb9552390,7.00,1,0,2,0,1,0,0.00,0.05
100865544,0x11a6659ce99d6a0d5868af8fccf24fed951a4444,0xc61f2ad3c5104f5955f7b3a9712628d7bf4a9f3cd86c403886da1f6287d59272,92.00,2,0,14,0,13,0,0.00,66.00
100919264,0x62428e79b491922e06e91e80e6fa25987b794444,0xb7cc7ac390fce9fc6a48681b8a561fb0654d69507c6c920689cfbd87a40e83ec,92.00,2,0,1,0,0,0,0.00,0.00
100924545,0xf5af1b9eb91cbdfb3250cf3d096f1af874ef4444,0x662eeb06cbcb7317789faa5063364129196ccb10b8e7873dafa409d40dd35715,92.00,2,0,1,0,0,0,0.00,0.00
100865545,0x11a6659ce99d6a0d5868af8fccf24fed951a4444,0xe1174df80ad0b97ca23fe3b4dca8e1d853cc55632e827801f09deba975fec200,92.00,2,0,8,0,7,0,0.00,10.00
100927122,0x609c94d77e96e3bf175d80131e0f908db8484444,0x50525238a9ebdbfb2fa47b1706425c6bab09c03802bbca220b07cc3e8e639b50,92.00,2,0,1,0,0,0,0.00,0.00
100865552,0x2cf824a88af3f88bd4198fa10c5d6f5c44494444,0xd2d08f1b521fe3186408f2abbdc3d26bc6674c7e2055e1d01bf0fc39a5dbe8f7,92.00,5,3,26,3,22,0,102.00,12.00
100929837,0x8717dcc0c0c8506c156188a9569aa880390c4444,0xebb62aad373e5312dfe3c63513f47e636998a80d5222d93189b007c1aa4c228d,92.00,2,0,1,0,0,0,0.00,0.00
100936325,0xdacfd90679ec2930e1993d6db1d974b2fcc14444,0xa31f4f168440dcbd9529ed15e1b7029af21878555758b39381e5baf7c769d2b8,7.00,0,0,2,0,1,0,0.00,0.12
100943369,0x30161b243358eb63d75171870e3fb53a36764444,0xdc66f904da1b440c675b30ecda187f21833bb1d1efa0d3ad6c5f00c50efda085,92.00,2,0,1,0,0,0,0.00,0.00
100927892,0x6281ba9fec774fa0f107839aacddc65b10314444,0xca98e417e90522b2788fbe135a4df95266ea45493f7f6413c0d726dbb7a6b023,7.00,1,0,3,0,2,0,0.00,0.15
101038816,0x45229ed2b4d93dc1d960ede973bc9ad1828d4444,0x2f6b262e66e6148faa79af51c8a62a983a3188cccb266e8b51f1567fd9682bdd,1200.00,2,0,1,0,0,0,0.00,0.00
100938674,0x58c4d33a068ad982c3642ce9f9dacce4a0f94444,0xf505e8ad19f54fc5ec54b9bffe9cd898bea149b0da32e85cd55669c7197e8840,7.00,1,0,1,0,0,0,0.00,0.00
101038870,0x1b29d7def95094b3eda7813a48a6348999504444,0x988a480026fef6ca3b5412d9760de1dfe3eb8399ece987909de26bcd53db4a27,7.00,2,1,3,1,1,0,11.00,0.12
101042849,0xb15c87115ad5ba15add8a0c089fe1fdd38fb4444,0x5d0168c9b0149271d6085a4875553ed0aa1b4153fa8e15e0feb849fbdccce426,7.00,1,0,3,0,2,0,0.00,2.00
101042507,0xe42fe2c48cd9fbcba20f12c75518a7cf1a734444,0x01846578610f2eb496c6c9e004fc53735cab9a20545dd2770b83c47f6ec286da,7.00,10,0,1,0,0,0,0.00,0.00
101047606,0x39faef60fbfadd8758b9b90f6a1d9180d4fc4444,0xc70f807c8190d290ad0223a4efbaa5d93d82ba690fbb736d237afe24f5934804,92.00,2,0,1,0,0,0,0.00,0.00
101078733,0xc67e1eae2751ae5dfc0dd71dc7d77842402b4444,0x41dafd1c79be29198acbae74f941cb519abbc9008aa44dcbbfc6fdf57033eb4e,7.00,1,0,2,0,1,0,0.00,0.12
101062890,0x010349a351480b31ec8c4e6a8b7fc9facb8a4444,0x1d6ee62841b6a3c73ffde33a4135f57cf8be54fbdf4a65968168eba024061f89,92.00,2,0,3,0,2,0,0.00,0.12
101072762,0x0fccf331dad1902238a26d6350ba762fd3064444,0xdbdc9e235759306a3f643e5428784d61915dda6895730c2a09194ed9528a92ac,92.00,2,0,7,0,6,0,0.00,44.00
101093231,0x79b068920124be6beb3c1256a76d25d84b1c4444,0x6c911f75503da59711d3655aefa4291c0dcac4a5e34bf5aac75d830b3d794514,7.00,1,0,1,0,0,0,0.00,0.00
101119654,0xf0b1c4adc409ca1a0671d38b268622985e014444,0xf444daf71d6544de0a9a47385e30be148b195ee53e550ffd4ada277cb4e4cb0e,92.00,2,0,1,0,0,0,0.00,0.00
101086733,0x5ec895c3ad36e883d17fe1c1d8c596d201834444,0x7134e8435ac0989c0c98bf8bdd2469bcaf8964e8b0e4a8c7527ce704203d12ee,92.00,2,0,1,0,0,0,0.00,0.00
101234686,0x2108911f79096798c1ea576765534c6acf334444,0xecdf7f97e5543156d095728ade7bd04aa9defcfa87535142ad885e787e729e7e,7.00,1,0,1,0,0,0,0.00,0.00
101119751,0xd8107cbe3ee55abd6a80614e5ee3530489934444,0x2567e1d8248b788f230f7d2382c6c8f14d98f828facd18028ee72fc913252043,7.00,2,0,7,0,6,0,0.00,1.00
101119733,0xd8107cbe3ee55abd6a80614e5ee3530489934444,0x2982f7d16fad7f6c4dafc2b70711730a8195627bde3aff1613faed326b566dee,92.00,2,0,5,0,4,0,0.00,0.12
101120792,0xfa7c61eef5432395e2ceebeda5e845b1a7c14444,0xc21c56735c274e83354bcb3e5e8cd74db5d29523a30743e0d231dea9980436dc,92.00,137,6,7,6,0,0,92.00,0.00
101126520,0x2390ac827201388d439327e2c55f754b505c4444,0xea59ac92a787f14765cc325ce4db1522916e23a4e9ab6fd035aa19d30d846910,7.00,1,0,2,0,1,0,0.00,0.12
101120792,0xfa7c61eef5432395e2ceebeda5e845b1a7c14444,0xcf9a7cfc89e9f654967f30c9c9e32efd96bc763a53ff67a883bffa61367eb69c,92.00,2,0,7,0,6,0,0.00,92.00
101234984,0x9938c7c81f5d3e16412b01d1c5a37c0be2d14444,0xb333dac31ca8074a0fcd34360a0b128e588b2d0a663fe72ea3b8554c833f5f7f,7.00,1,0,1,0,0,0,0.00,0.00
101238734,0xa3bcbffc862e138da0195812c0f3c17857544444,0x8b7bf8d78b9c71ceea43dd483422c30744d31345166124b6052552b88c8980cb,7.00,14,2,3,2,0,0,11.00,0.00
101242327,0x0a9435064ce6622d628b3f091b2b08622c374444,0x9d23a2ef0e8a9531b7aaa7757e4a90aea158f9db4f299c93ba9620cce6c10712,92.00,2,0,2,0,1,0,0.00,0.12
101243146,0x3e7b9db09727c803484c5fe3898b71fcd5484444,0x032a8b8edbfafe491ba6f9a84828f9d7c95b2a48c2691c176c239c249d026644,7.00,1,0,1,0,0,0,0.00,0.00
101244102,0x5ad3c91e09e9272b7fb04c016b4f602380af4444,0x3e247dd6aa7988f31eb2c5cebe97662686b364f835515fabc01bc7160393ea35,7.00,1,0,2,0,1,0,0.00,0.10
101258331,0x4785f1d74501faa6092c491a468b9e0186f64444,0xb1f0e0672d1c9e893c393eb731a9f93677c1059a0110df5e4b10c1bcb8d8ad85,7.00,77,0,1,0,0,0,0.00,0.00
101242380,0x7a6233b57d64e23f6be675eba6e7ba9910984444,0xd058409d57375cdb4e1ce71bfe025e5b2d869cfc4395c0556029be06a73ef1b5,7.00,1,0,1,0,0,0,0.00,0.00
101292009,0xdec5b13fbbe7239c96ba18b9160b774ea5374444,0xd3e46de71b569be2fb540341344b61e082b4b21d8c859dda8fd88036e421ff8d,7.00,1,0,8,0,7,0,0.00,166.00
101300214,0xdec5b13fbbe7239c96ba18b9160b774ea5374444,0xb0021d144025dcd58645dcb05a98df9238c61122dde24ccfabadbe4beb85e996,7.00,5,0,1,0,0,0,0.00,0.00
101258377,0x4785f1d74501faa6092c491a468b9e0186f64444,0xfee595e9e81f8e04c8356f42ddf580e0b7cae6e7c312c7b316b25abcff25240e,92.00,2,0,3,0,2,0,0.00,0.12
101298312,0x75888d55564608f3fadaaf0d901f7eeafa204444,0x9712c8270b3b32e825f3af8b80dc7fe6d1269bf51f6cf1a824f94065ea5018bf,7.00,5,0,1,0,0,0,0.00,0.00
101320845,0x102b2b0cc3e7caf21d1ab55c30ccfab54d8a4444,0x8b5bd9c1e32a0662037fdc6790f95c10094f69252aedfe70a7b1e68d4022ff7a,92.00,2,0,1,0,0,0,0.00,0.00
101326448,0x5a34f859f5026e200177384b3b1efa596fc94444,0x279451c6c6c9a882e6c751914b06bf5d10135304f9be716b5998056600317233,7.00,1,0,2,0,1,0,0.00,0.12
101302560,0x0f31284efd9668dcda20067aeac9652e11cf4444,0x76ad5b77103f49cfdf6f774939b2f8f42c2634cc3e6376af87b18a94a42af7cd,92.00,2,0,1,0,0,0,0.00,0.00
101414612,0x1d9c4355ae6c5cb675d28a7e00c93d0c3cc84444,0x19af0d697fe7b3ecf1ea5672fc33e6c9d9d2171441f034b0e600d1db434bd593,7.00,1,0,1,0,0,0,0.00,0.00
101317298,0x9bbef9075cb1af7f25c984c4ef6558c09faa4444,0xf557f63fa556d298ba46b8ac71e30d5365ee55640e3e619efcbbfa2a3f2d03fc,92.00,2,0,6,0,5,0,0.00,5.00
101417665,0xcb72d3f665e613cdfc01354b02fbcbe8a5804444,0x09bb1488d4a4a18bd06c5f5951049d14744367ea1179518911f4867a24b8e950,92.00,3,0,4,0,3,0,0.00,5.00
101418652,0x55adae909f52b1c7baf9a51352f2545705074444,0xf173dac82527cf1fe253c6d3240ab975dd18bfca689fb83c990aefc563d365e5,92.00,2,0,3,0,2,0,0.00,0.12
101420243,0x464ab76243167dbe46ae712337a6b00d47ae4444,0x27e14d2ae4097acc1f423f0a32a670b45d1bc17812661d146c42b6fb6380378b,92.00,2,0,2,0,1,0,0.00,0.10
101442917,0xc24b4e5abc04c43434a7abd248a32ba508f74444,0x5ef48ae0d801979d38a28988a2f3210fbea8d34d047ce617d0b3b14554ed9433,7.00,1,0,3,0,2,0,0.00,0.12
101421036,0xa459d6a1e04a2e4df9fd6bd6cd04da9f24ee4444,0xe10dc1344b687901c955539bc76433b388499ba99de13a4ad42e0847d57afc6b,7.00,1,0,4,0,3,0,0.00,2.00
101453301,0xef3817bb6a16caf104f6a3673c773114c3fc4444,0x1263375de0443e354cfe1f141035cb3d976e0fc74d84e6f9c37e2fd1494cacb8,92.00,19,1,2,1,0,0,9.00,0.00
101488574,0x24fa90aebfc85945ad0e605b0f00480736374444,0xa982bdd9ec22d0328ec3cf7ebb136ac85c9370e34270f7620105939861702e3b,7.00,1,0,1,0,0,0,0.00,0.00
101478654,0x8acfa2c2ab86954a848a1d555a65ab2df4b24444,0xbaefca88782659dfa0ce10f526c8329443b8ed2e65cc7ea71e64e8e1b2672361,92.00,2,0,3,0,2,0,0.00,89.00
101446415,0xd2f7a9d119014778bde709437fbf2faad3664444,0xd9af25b1e500a43968b5d5a5c037ab9969f13368f1f576b6192689c6c097d5a1,92.00,2,0,7,0,6,0,0.00,101.00
101462891,0xb9f208732179c139bd671eb4627dbb5f19b94444,0xfc1c9b4fb84a5b6837d92d9db188b8fae50c945218a35a6ebb21c69dd1778c9c,92.00,2,0,3,0,2,0,0.00,0.12
101502630,0xdd16da76f7030ae615b56c40caa1d8dfc7e24444,0x35eff6068a2009479646ea0539cfab47392a15069ee37cdb8b8d9f1499a3bcc8,7.00,9,0,1,0,0,0,0.00,0.00
101524641,0xc56df9456cebefb33f9d18a952edbfaad2f94444,0x5700ed757988baa1224492f9537e66209c05b159dda23fb6401c304affd9f314,7.00,2,1,3,1,1,0,7.00,0.05
101525381,0x6cdfce69ed643771c3bdea8f952d6cc350c74444,0x7f0d45ed925bf1422e2cbe4d0db5708badad9a9b2192ccbc9e78ef7f2a104fc4,92.00,2,0,3,0,2,0,0.00,0.12
101525383,0x6cdfce69ed643771c3bdea8f952d6cc350c74444,0x5df6f2c07cef4701238c87fff27a8cfc72f6db94d2fd144d34b36029210f5d0b,92.00,2,0,2,0,1,0,0.00,0.50
101528765,0x79fa6e532e578c36fffa9b7cc2b761e5fd744444,0xd58a86fa72b78a85a2b8ab13b205018bd2efe41c333f13efcf3b6527de3fb9fb,7.00,1,0,2,0,1,0,0.00,0.12
101532521,0x38b6d3dcd9b9f9acc6b83c8503627557a9ac4444,0x83c2f3b1b88dbd638567b6c91858cc635f92d701c15cee93b1f84968cb8eed43,92.00,75,1,7,1,5,0,0.10,0.10
101604739,0xee0827addfe750afd2cbe7a14a23448cac224444,0x0a216ef42fa3b0985bbbdfaf7fc132b712ff4aa626ed16a2db79e4c49ce6258e,92.00,2,0,1,0,0,0,0.00,0.00
101532522,0x38b6d3dcd9b9f9acc6b83c8503627557a9ac4444,0x86641f0d779e778952fbdd225b66b519da47a4da02ebc8afac6c33df05080ee5,92.00,4,1,10,1,8,0,240.00,52.00
101615646,0x6432d61911c8daa0d04a3094e7cf0f494f6b4444,0xdcfca6006025885dcaf211ab65e368c189702de75badffe5c664bf4b00e98631,92.00,2,0,3,0,2,0,0.00,0.12
101532524,0x38b6d3dcd9b9f9acc6b83c8503627557a9ac4444,0x2062ebb00abe2d4febebe5694f11ad88fc2ebdbeb14be37977da9ad66b9a1f5f,92.00,2,0,6,0,5,0,0.00,0.50
101605058,0x7f430b376be04a383cc32ad31bd3b5a037824444,0x42a07bbb7a8926ea8571b8fad6959399ba758735d66f20af6b4c32d9ed273d12,7.00,59,1,2,1,0,0,0.12,0.00
101636039,0xedead7eb50143bb2890dffe9ef0ea5584e374444,0x1ae3111851bf98c68118b12b861a1abb4e71e9e75e6eb5f02d0587d86cf70a79,7.00,1,0,1,0,0,0,0.00,0.00
101622330,0x9a207604f823902b5b7c7c212c2e4f9da6d54444,0xe85ba0a8ca0d666b21d9e52fc4b4f987aa97aab31006a17afcc76c232f4c89fb,7.00,106,2,3,2,0,0,7.00,0.00
101624119,0x6443c862b332f3ef2d9279317db4ecdb6ebf4444,0xc75d6f94f1460ecbdb5bb42ebbd6e0589ae76728e49116cd09ad9b55225ddbe8,7.00,1,0,9,0,8,0,0.00,88.00
101637934,0x241d786b4548163e2bd8ef5be097fb7728e94444,0xf7e496907241ef6b1efff15076e6a05529476a4d046d3eb1579c0aab46b85d48,92.00,2,0,1,0,0,0,0.00,0.00
101647740,0xa2f9f91809b45c72ad9a92fb077ff7414b734444,0x9f6fcc0c9cd9685c863c75cfe0e94f344773547f312fb5268b62b0841b3c40ee,7.00,4,0,4,0,3,0,0.00,1.00
101644332,0x24df114c0360a4c4bbed7616530b90c126cc4444,0xb62a064a8e82ecc9045277ba4b71beddf805b597a266cc9de63a1b74e88cee68,7.00,75,0,1,0,0,0,0.00,0.00
101666145,0xa5ed9080fd55a8c1602208bea12ecafa735b4444,0xdfe5d3d8ba945d0e1355f97c6895e7ceb0a947ced4264a2606fd658813006311,92.00,2,0,1,0,0,0,0.00,0.00
101658684,0x8161f83e27bb01a07b58aca8944961d4aff34444,0x2e33006d6a762d12de7723ed0ce93bf812e490b19ccfb821766455ae9a73fa62,7.00,1,0,4,0,3,0,0.00,11.00
101666127,0xa5ed9080fd55a8c1602208bea12ecafa735b4444,0x1d8c3da2a493663fe10db30d61cdea15026c016bed2a9b9932afa73b7a82caaf,92.00,2,0,3,0,2,0,0.00,0.12
101648065,0xa2f9f91809b45c72ad9a92fb077ff7414b734444,0x44a3b1ddea5e43a67622430258662465dece9062bd97201ab36eed283de02bdc,7.00,1,0,12,0,11,0,0.00,135.00
101661465,0xe3fb6fc4c0d4c805ebd883d5b7ff5d182842ffff,0x37940c14726cb5f502c1ba7b94c88cea336166aa00a8188ca9bbde41c6d2fde6,92.00,124,2,3,2,0,0,5.00,0.00
101666146,0xa5ed9080fd55a8c1602208bea12ecafa735b4444,0x7017e699b3f92c9b191861d9ab46fc4cef74232e25a43049fc3753222c1f46dd,92.00,2,0,8,0,7,0,0.00,10.00
101666226,0x01208aa8d51b6a35ec2087fd9f2d56e79ed04444,0x786fa95ee423b6b72ca74bde86066cc8e300223339446c8bc1b9bf6497923a28,92.00,6,1,6,1,4,0,5.00,0.12
101666259,0x14c0dafdee285025e9b0dcdd878563f92a9d4444,0x863ac34fd66977efc43156c1dea90fde76bfa6a0b646aa120742a3a057129bd5,92.00,2,0,4,0,3,0,0.00,0.50
101666227,0x01208aa8d51b6a35ec2087fd9f2d56e79ed04444,0x11133f4ad8b85b43c77db527bd76fab510ecc3e85ee83e82b147238e5045031b,92.00,155,6,13,6,6,0,10.00,52.00
101666166,0xf149c6e04425fcb56d29c4839b682b16b6d74444,0x2a7f7eeb9b126a467be0d438ec3303e1c3b1679de5c550af63e6c3fadb26953d,92.00,2,0,6,0,5,0,0.00,8.00
101668145,0xe56245b14ab347d12dddb143c23f4c118af54444,0xe11212333139c1ba768f21af3e663061ec3d0631ba5efe9daee605cadc5a4c28,92.00,2,0,7,0,6,0,0.00,0.50
101668089,0x83427d663301e8618a9dbcf00186f891dfdb4444,0x05df9889eb4f5f739b5aec2221fe2511de704927768afeeebc1d2acbc31a834d,92.00,2,0,7,0,6,0,0.00,0.12
101668221,0x3be66d3b7b68b4b4190b4b4f137dce2dc62c4444,0x5265d70f002215143c42fd1b2b4d7815d8bd3b48b65a1da7a984a6319d0dbbd0,92.00,2,0,2,0,1,0,0.00,15.00
101668239,0x3be66d3b7b68b4b4190b4b4f137dce2dc62c4444,0x8006127fe5d48beab4e44e73defcb5c421bd70aaa0ab081808eb41c92a0426d8,7.00,1,0,20,0,19,0,0.00,123.00
101668856,0x41551aef9656cba2a428fa4b82723ee8fc714444,0x6af97048d680116f2dedd32d862a844f98939612b9e49cd387c97db3050960d2,7.00,4,0,4,0,3,0,0.00,7.30
101671304,0x27d95043211c0e25e33cb52cc2693c5e205c4444,0x2f686dbfc55e0d7b3ebc04feee58cc3b3811d92b93a36feaae3b0bd1a07457ec,92.00,4,1,14,1,12,0,100.00,20.00
101670688,0xae3f11268c5c54e412147dac4e4808310ccf4444,0x05ad4bb7ce5f83a7a085bd3f029514cfb4bc323c03316529785f80e295bfb7c5,92.00,2,0,2,0,1,0,0.00,0.12
101671297,0xb4a77023d37ef14b4c0fec6c71f749340a834444,0xd184f8baa3b903c2eaf67c482e05b83842d142f1a40812ba59f2c578d18f80fd,92.00,98,2,5,2,2,0,0.12,15.00
101671305,0x27d95043211c0e25e33cb52cc2693c5e205c4444,0xa197bcd25004b4916317edbcc9297801f78d09fdf3703112e580d38563d8018a,92.00,4,1,9,1,7,0,135.00,10.00
101671460,0x0e2106d46f2493cb807a2ac6f2373730d5b34444,0x33b35a35bc944f1d5f756e5797ad3a886b35da5cdcb547423dedf3fbc2e1c5a0,7.00,1,0,4,0,3,0,0.00,0.12
101672545,0xf8cb0a06c0f6aeb6d9d04bb5bdba38aed95a4444,0x7712d1f122bad3bb1140729d4410d17369148cbb844538961f5ed8d0b39a1094,7.00,102,3,4,3,0,0,5.00,0.00
101678848,0xbf119d03e1123f0538354f23a21e31d469454444,0xd152848960434fd5118e58f98fd56edbe6f917811cb87382d93c08e505a8b203,92.00,2,0,9,0,8,0,0.00,6.00
101679251,0xba04557057f6352883312215cebf47012eda4444,0x95da8fead6c0c29199e37ce9745a664d860b70e6d9720e63d0d3966c0ec3c7b3,7.00,1,0,2,0,1,0,0.00,0.10
101684715,0xae3f11268c5c54e412147dac4e4808310ccf4444,0x9f39bac8e8e5f6ab33843a13a64890e61108478680f3d134cac1cdb5de19cf07,92.00,4,1,4,1,2,0,202.00,0.12
101808313,0xcde107d8a9fa36de697ac643a68e4ff3a6674444,0x9d18144f083f83e6c1e7ab0a39d77726129b94585a342dc12e7bd7a6c73a5946,92.00,3,0,3,0,2,0,0.00,0.12
101694503,0x11893d0034b48d4205dd162be957d6cd5d694444,0x136fa8a940c31c7bef6f8614b32d79d1249cefcb707b391f23ed3092254897f4,92.00,2,0,3,0,2,0,0.00,0.15
101810024,0x84a0a381b8beeb6e7cda192956f6f30028484444,0x55ac75c5d5d0b542c87f612880a8443fecec103ade32dbff0fea7893feaf073b,92.00,2,0,1,0,0,0,0.00,0.00
101810070,0x6749af73f0e2ff07c117cc43cf7194682bdf4444,0x860a7d0e4d4ba6564eb25c832ab098d4c9b33f73a6030a37afe7060dcd2869f4,92.00,2,0,3,0,2,0,0.00,0.12
101809699,0xfc7fdfe4f7fee5149ad1526f7807d624dd5a4444,0x0a500635495ac0b3d0d96fca3db4c677a1446ec54158f4067ead8b810648695f,5.10,1,0,2,0,1,0,0.00,0.12
101697305,0x23d79375de3c3630cec07bfe67d595dea0204444,0xaf994385274e9b59775423d741c2bece0da5ab71e02b7bbc989842e98ac6a645,92.00,2,0,7,0,6,0,0.00,10.00
101814280,0x0ea371278ec03b388dc9149fa609f072906e4444,0x6cbfeebaf91685f3bc83118c5b941c37f1fca7b9e207b0736e74549d804d182e,5.10,1,0,1,0,0,0,0.00,0.00
101816361,0xf59e6e63c3a2494b7c5ec51b530a7c463e214444,0xddfd3eba76a97ed259ca68842c2c21b384a44619e0f741bc243ef901e0585dd1,92.00,66,9,14,9,4,0,135.00,92.00
101816361,0xf59e6e63c3a2494b7c5ec51b530a7c463e214444,0xe71a6a73e387b9faf3504dc837548c4d529a12f8089949274d5d78cd2b27e07b,92.00,96,13,14,13,0,0,135.00,0.00
101824512,0xb9d381338dfd24b4ab078b808a41defd8dc24444,0xc9297cc09a0e59ec0f6f695e6ff044f030e80105d31d0f302d7df98c920973ea,5.10,1,0,2,0,1,0,0.00,0.12
101821745,0x41a289d7f99afdb434cc5aee912f9d29c1054444,0x9fa3337ad7a230e1a36191d88c1d1c3aacda6832d8fdfbe46224172df0b8dc46,5.10,1,0,3,0,2,0,0.00,0.12
101824614,0xabc71e4bdf735b3779ac3fc7a925f39a38b64444,0x736df35076f6dd94c84ea012e5bb057e201ac947def822068c8c77a8cf6f1a7d,5.10,4,0,1,0,0,0,0.00,0.00
101844614,0x9f8a691206bab655eec41057a41c1ffe209f4444,0x41befe4a8937702efbdeb59ad2a88f5547d5bd799368ec7a6294f3c0604ab5fe,92.00,2,0,2,0,1,0,0.00,0.06
101845744,0xa84f49e3b8dafa739498e849a60d51f7f58e4444,0x27efc513a587b7b3d3364bde9d7ae858a23d3ca2724b2d8f901d148f79007fbd,92.00,113,3,4,3,0,0,1.18,0.00
101847537,0x915241daf32d3a21e50596502c226cf414f54444,0xa61fdc7f71b4813be44796e30c64da6c3addc39ba4708d020ac000346fce0ca2,5.10,30,2,3,2,0,0,0.12,0.00
101837922,0x2007ea56fb74c13d5b5aee20b5fc1281f4d14444,0xf663fa23e44e8cb06e2efd1f848a7a0a516caa38ff5b51f8d55dc1a4fd4d6165,5.10,1,0,3,0,2,0,0.00,0.12
101853686,0xa7686ad448546482929c13febc5b1281fee24444,0x41fac98341b5bcf1aeec86f861f1f796dbc7bbe2354ae7fbef829b9831da72c9,92.00,2,0,1,0,0,0,0.00,0.00
101881549,0x2d78a9e326c5fa5a702f6364932556b407d64444,0xb99fae913bfa16d72d7169b1650a880f8544542080e74af10c0631e285654076,5.10,47,0,1,0,0,0,0.00,0.00
101886916,0x89d0a596b2165bf8be7e8fc077b5c8d5ec194444,0xfe7e87f1dc6020f2271cffdaa4b8075365dd5fa04926879bf13e34002fe22db8,92.00,2,0,1,0,0,0,0.00,0.00
101888758,0xeecf2608008c635485767fbb6fc0712e948a4444,0x629c9095d28bbcbcabc2758d370528bf8ce18f117874cb6334e0b53b529ab5a6,92.00,63,0,1,0,0,0,0.00,0.00
101902589,0x498fc808c9d3502eac001f5b1675c4d2f2114444,0x66c7978fdbda02546f4ec1a76ba618b6dfe62ae92f95b9ce4809273569aaa976,5.10,1,0,1,0,0,0,0.00,0.00
101886346,0x34d0ad4403492557e5a8771376af150898e84444,0x3977635b0125788c933cba9a9aba257a0ece1b7ebf796bec9a63364ce00c26fa,5.10,1,0,1,0,0,0,0.00,0.00
101990907,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x985fbd0257e8edebbf96b83ce6385bf7eb663110dc622fb8c4ab66fcf28e9284,5.10,1,0,2,0,1,0,0.00,0.06
101991108,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x280bbe87e2e56166028b9570e37d2719a73bd970c16dcd50784ae2882aeced66,5.10,1,0,3,0,2,0,0.00,5.10
101991108,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x937c22cdeaae28c36bff5798ced7b424029021bb4e4dfb80b284f2cb27265989,5.10,97,2,3,2,0,0,5.10,0.00
101991152,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x55f911809772895451ec73794e1a9b32fe10989f12f03d588f762f24da545a3b,5.10,20,2,3,2,0,0,5.10,0.00
101991151,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x36acebc983e2f84daed4b0fbb59dfe5f573bfc277cc68e344057b6bfd28c828a,5.10,79,1,2,1,0,0,0.12,0.00
101991152,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x56b33389fe9e581887ed84e50d4c6c080376137e7cd0c6f6e94c81d4832f1218,5.10,3,1,3,1,1,0,3.20,5.10
